,geocode
78697,"Fossalta Maggiore, Chiarano, Treviso, Veneto, 31045, Italia"
78698,"Fossato di Vico, Perugia, Umbria, 06022, Italia"
78703,"Gazzada Schianno, Varese, Lombardia, 21045, Italia"
78706,"Genga, Ancona, Marche, 60040, Italia"
78708,"Gorgo al Monticano, Treviso, Veneto, 31045, Italia"
78716,"Jerago con Orago, Varese, Lombardia, Italia"
78727,"Lovadina, Spresiano, Treviso, Veneto, 31027, Italia"
78730,"Maggiora, Novara, Piemonte, 28014, Italia"
78731,"Malesco, Verbano-Cusio-Ossola, Piemonte, Italia"
78734,"Marano Ticino, Novara, Piemonte, Italia"
78738,"Meina, Novara, Piemonte, Italia"
78749,"Moie, Maiolati Spontini, Ancona, Marche, 60031, Italia"
78754,"Monte Roberto, Ancona, Marche, Italia"
78767,"Murano, Venezia, Veneto, Italia"
78768,"Nebbiuno, Novara, Piemonte, Italia"
78769,"Negrisia, Ponte di Piave, Treviso, Veneto, 31042, Italia"
78776,"Oleggio Castello, Novara, Piemonte, Italia"
78777,"Olmo, Martellago, Venezia, Veneto, 30330, Italia"
78780,
78784,"Paderno, Ponzano Veneto, Treviso, Veneto, 31050, Italia"
78791,"Pederobba, Treviso, Veneto, Italia"
78792,"Pero, Breda di Piave, Treviso, Veneto, 31048, Italia"
78798,"Pieve Vergonte, Verbano-Cusio-Ossola, Piemonte, 28886, Italia"
78807,"Pozzonovo, Padova, Veneto, Italia"
78808,"Prato Sesia, Novara, Piemonte, 28077, Italia"
78812,"Robbiano, Giussano, Monza e della Brianza, Lombardia, 20843, Italia"
78832,"San Pietro Mosezzo, Novara, Piemonte, Italia"
78851,"Staffolo, Ancona, Marche, 60039, Italia"
78853,"Tencarola, Selvazzano Dentro, Padova, Veneto, 35143, Italia"
78869,"Trontano, Verbano-Cusio-Ossola, Piemonte, 28859, Italia"
78876,"Varago, Maserada sul Piave, Treviso, Veneto, 31052, Italia"
78938,"Pettoranello del Molise, Isernia, Molise, Italia"
78969,"Fornace, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
79033,"Cariati, Cosenza, Calabria, 88062, Italia"
79035,"Crucoli, Crotone, Calabria, 88812, Italia"
79036,"Cutro, Crotone, Calabria, Italia"
79037,"Isola di Capo Rizzuto, Crotone, Calabria, 88841, Italia"
79041,"Roccabernarda, Crotone, Calabria, 88835, Italia"
79042,"Scandale, Crotone, Calabria, Italia"
79061,"Gargnano, Comunità Montana Parco Alto Garda bresciano, Brescia, Lombardia, Italia"
79167,"Novaledo, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
79257,"Nardò, Lecce, Puglia, 73048, Italia"
79279,"Mezzocorona, Comunità Rotaliana-Königsberg, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
79291,"Pieve d'Alpago, Alpago, Belluno, Veneto, 32010, Italia"
79302,"Pievesestina, Cesena, Unione dei comuni Valle del Savio, Forlì-Cesena, Emilia-Romagna, 47522, Italia"
79332,"Andalo, Comunità della Paganella, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
79359,"Codognè, Treviso, Veneto, 31013, Italia"
79408,"Il Piano, Montefalco, Perugia, Umbria, 06036, Italia"
79420,"Torrice, Frosinone, Lazio, Italia"
79514,"Andrian - Andriano, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79525,"Jenesien - San Genesio Atesino, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79527,
79529,"Ehrenburg - Casteldarne, Kiens - Chienes, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia"
79530,"Pfalzen - Falzes, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia"
79531,"Percha - Perca, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79532,"Rasen-Antholz - Rasun-Anterselva, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79533,"Reischach - Riscone, Bruneck - Brunico, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39031, Italia"
79535,"Mitterolang - Valdaora di Mezzo, Olang - Valdaora, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79537,"St. Georgen - San Giorgio, Bruneck - Brunico, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39031, Italia"
79538,"Aldein - Aldino, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79539,"Anterivo - Altrei, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79541,
79542,"Truden im Naturpark - Trodena nel Parco Naturale, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79546,"Natz - Naz, Natz-Schabs - Naz-Sciaves, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39042, Italia"
79547,"Rodeneck - Rodengo, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79548,"St. Andrä - Sant'Andrea in Monte, Brixen - Bressanone, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39042, Italia"
79549,"Schabs - Sciaves, Natz-Schabs - Naz-Sciaves, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39037, Italia"
79553,"Mölten - Meltina, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79554,"Nals - Nalles, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79555,"Siebeneich - Settequerce, Bahnhofstraße - Via Stazione, Siebeneich - Settequerce, Terlan - Terlano, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39018, Italia"
79557,"Vilpian - Vilpiano, Terlan - Terlano, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39018, Italia"
79558,"Freienfeld - Campo di Trens, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79559,"Arabba, Livinallongo del Col di Lana, Belluno, Veneto, Italia"
79560,"Calfosch - Kolfuschg - Colfosco, Corvara in Badia - Corvara, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39033, Italia"
79562,"La Valle, Magione, Perugia, Umbria, 06063, Italia"
79564,"Pidrô, La Val - Wengen - La Valle, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39036, Italia"
79566,"San Martin de Tor - San Martino in Badia - St. Martin in Thurn, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia"
79572,"Sesto Continente, Via Diodato Lioy, San Giuseppe, Municipalità 2, Napoli, Campania, 80134, Italia"
79574,"Versciaco, Schattenweg - Via Ombrosa, Obervierschach - Versciaco di Sopra, Vierschach, Innichen - San Candido, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39038, Italia"
79575,"Seiser Alm - Mont de Sëuc - Alpe di Siusi, Kastelruth - Castelrotto, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79578,"Sureghes - Oltretorrente, Kastelruth - Castelrotto, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39040, Italia"
79581,"Eyrs - Oris, Laas - Lasa, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39023, Italia"
79583,"Tscherms - Cermes, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79584,"Völlan - Foiana, Lana, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39011, Italia"
79590,"Vöran - Verano, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79591,"Goldrain - Coldrano, Latsch - Laces, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39021, Italia"
79593,"Martell - Martello, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79594,"Marling - Marlengo, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 78479, Italia"
79599,"Prags - Braies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79601,"Burgeis - Burgusio, Mals - Malles Venosta, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39024, Italia"
79602,"Graun - Curon Venosta, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39027, Italia"
79604,"Reschen - Resia, Graun - Curon Venosta, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39027, Italia"
79605,
79606,"Partschins - Parcines, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79607,"Rabland - Rablà, Partschins - Parcines, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79608,"Moos in Passeier - Moso in Passiria, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39013, Italia"
79609,"Riffian - Rifiano, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79611,"Glurns - Glorenza, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79612,"Laatsch - Laudes, Mals - Malles Venosta, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39024, Italia"
79616,"Stilfs - Stelvio, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39029, Italia"
79617,"Taufers im Münstertal - Tubre, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79621,"Laag - Laghetti, Neumarkt - Egna, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39044, Italia"
79624,"Dorf - Paese, SS508, Wiesbauer, Astfeld - Campolasta, Sarntal - Sarentino, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39058, Italia"
79627,"Kortscher Jöchl - Monte di Corzes, Schlanders - Silandro, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39028, Italia"
79632,"Kardaun - Cardano, Karneid - Cornedo all'Isarco, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39190, Italia"
79633,"Steinegg - Collepietra, Karneid - Cornedo all'Isarco, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39053, Italia"
79636,
79637,"Tiers - Tires, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79638,"Karthaus - Certosa di Senales, Schnals - Senales, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79639,"Unser Frau - Madonna, Schnals - Senales, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79640,"Kurzras - Maso Corto, Schnals - Senales, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79641,"Luttach - Lutago, Ahrntal - Valle Aurina, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79643,"Gais, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79645,"Mühlen in Taufers - Molini di Tures, Sand in Taufers - Campo Tures, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39032, Italia"
79647,"Uttenheim - Villa Ottone, Gais, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79651,"Prissian - Prissiano, Tisens - Tesimo, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79652,"Unsere Liebe Frau im Walde-St. Felix - Senale-San Felice, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79653,"Tisens - Tesimo, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79655,
79656,"Kastelbell-Tschars - Castelbello-Ciardes, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79657,"Tschars - Ciardes, Kastelbell-Tschars - Castelbello-Ciardes, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79662,"Girlan - Cornaiano, Eppan an der Weinstraße - Appiano sulla Strada del Vino, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79663,"Frangart - Frangarto, Eppan an der Weinstraße - Appiano sulla Strada del Vino, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79664,"St. Pauls (Eppan) - San Paolo (Appiano), St. Pauls - San Paolo, Eppan an der Weinstraße - Appiano sulla Strada del Vino, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39057, Italia"
79666,"Laurein - Lauregno, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79667,"Proveis - Proves, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79668,"St. Nikolaus - San Nicolò, Ulten - Ultimo, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39016, Italia"
79669,"San Pancrazio, Bucine, Laterina Pergine Valdarno, Arezzo, Toscana, Italia"
79670,"St. Walburg - Santa Valburga, Ulten - Ultimo, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79671,"Barbian - Barbiano, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79673,"Lajen - Laion, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79674,"Villanders - Villandro, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79678,"Montan - Montagna, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79680,"Pineta - Steinmannwald, Laives - Leifers, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39055, Italia"
79681,"San Giacomo - St. Jakob, Laives - Leifers, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39055, Italia"
79682,"Vadena - Pfatten, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79686,"Villnöß - Funes, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79687,"Teis - Tiso, Villnöß - Funes, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79689,"Terenten - Terento, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79691,"Obervintl - Vandoies di Sopra, Vintl - Vandoies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79694,"St. Martin - San Martino in Casies, Gsies - Valle di Casies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79695,"Taisten - Tesido, Welsberg-Taisten - Monguelfo-Tesido, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39035, Italia"
79697,"Birchabruck - Ponte Nova, Deutschnofen - Nova Ponente, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia"
79700,"Wiesen - Prati, Pfitsch - Val di Vizze, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39049, Italia"
79742,"Verucchio, Unione di comuni Valmarecchia, Rimini, Emilia-Romagna, Italia"
79762,"Roncofreddo, Unione Rubicone e mare, Forlì-Cesena, Emilia-Romagna, Italia"
79819,"Massa Finalese, Finale Emilia, Unione Comuni Modenesi Area Nord, Modena, Emilia-Romagna, Italia"
79827,"Mortizzuolo, Mirandola, Unione Comuni Modenesi Area Nord, Modena, Emilia-Romagna, 41038, Italia"
79841,"Sarroccu/Sarroch, Cagliari, Sardegna, 09018, Italia"
79843,"Valperga, Torino, Piemonte, 10087, Italia"
79874,"Castellina San Pietro, Soragna, Parma, Emilia-Romagna, 43019, Italia"
79971,"Malcontenta, Mira, Venezia, Veneto, Italia"
79987,"Remedello, Brescia, Lombardia, Italia"
80014,"Casoli, Chieti, Abruzzo, 66043, Italia"
80133,"Temù, Comunità montana della valle Camonica, Brescia, Lombardia, Italia"
80136,"Nera Montoro, Narni, Terni, Umbria, 05035, Italia"
80137,"Montecarotto, Ancona, Marche, 60036, Italia"
80144,"Pescia Romana, Montalto di Castro, Viterbo, Lazio, 01014, Italia"
80148,"Capalbio, Grosseto, Toscana, 58011, Italia"
80198,"Cairate, Varese, Lombardia, Italia"
80206,"Castione della Presolana, Bergamo, Lombardia, Italia"
80235,"Oltrona di San Mamette, Como, Lombardia, Italia"
80256,"Valbrembo, Bergamo, Lombardia, Italia"
80257,"Varano Borghi, Varese, Lombardia, Italia"
80263,"Venegono Inferiore, Varese, Lombardia, Italia"
80265,"Villa d'Adda, Bergamo, Lombardia, Italia"
80283,"Angeli, Rosora, Ancona, Marche, 60048, Italia"
80293,"Aspio, Offagna, Ancona, Marche, 60020, Italia"
80294,"Barbara, Ancona, Marche, Italia"
80296,"Belforte del Chienti, Macerata, Marche, Italia"
80297,"Belvedere Ostrense, Ancona, Marche, Italia"
80304,"Borghetto, Monte San Vito, Ancona, Marche, 60037, Italia"
80305,"Borgo di Trevi, Trevi, Perugia, Umbria, 06039, Italia"
80306,"Borgo Massano, Montecalvo in Foglia, Pesaro e Urbino, Marche, 61020, Italia"
80307,"Borgo Pace, Pesaro e Urbino, Marche, Italia"
80313,"Campofilone, Fermo, Marche, 63828, Italia"
80314,"Cantiano, Pesaro e Urbino, Marche, 61044, Italia"
80315,"Carpegna, Pesaro e Urbino, Marche, 61021, Italia"
80317,"Casette d'Ete, Sant'Elpidio a Mare, Fermo, Marche, 63811, Italia"
80318,"Casinina, Sassocorvaro Auditore, Pesaro e Urbino, Marche, Italia"
80320,"Castelbellino, Ancona, Marche, Italia"
80322,"Castelferretti, Falconara Marittima, Ancona, Marche, 60015, Italia"
80325,"Castelplanio, Ancona, Marche, 60031, Italia"
80328,"Castelsantangelo sul Nera, Macerata, Marche, Italia"
80331,
80338,"Civitanova Alta, Civitanova Marche, Macerata, Marche, 62012, Italia"
80350,"Esanatoglia, Macerata, Marche, Italia"
80365,"Fiastra, Macerata, Marche, 62035, Italia"
80367,"Fiuminata, Macerata, Marche, Italia"
80371,"Francavilla d'Ete, Fermo, Marche, Italia"
80373,"Fratte Rosa, Pesaro e Urbino, Marche, Italia"
80374,"Frontone, Pesaro e Urbino, Marche, Italia"
80379,"Grottaccia, Cingoli, Macerata, Marche, 62011, Italia"
80381,"Grottazzolina, Fermo, Marche, 63844, Italia"
80382,"Gualdo, Macerata, Marche, Italia"
80385,"Isola del Piano, Pesaro e Urbino, Marche, Italia"
80403,"Loro Piceno, Macerata, Marche, Italia"
80404,"Lucrezia, Cartoceto, Pesaro e Urbino, Marche, 61030, Italia"
80416,"Macerata Feltria, Pesaro e Urbino, Marche, 61023, Italia"
80418,
80419,"Strada Vicinale Marotta, Fano, Pesaro e Urbino, Marche, 61032, Italia"
80420,"Marzocca, Strada Statale 16 Adriatica, Senigallia, Ancona, Marche, Italia"
80422,"Mercatello sul Metauro, Pesaro e Urbino, Marche, Italia"
80423,"Mercatino Conca, Pesaro e Urbino, Marche, 61013, Italia"
80427,"Monsano, Ancona, Marche, Italia"
80429,"Montappone, Fermo, Marche, 63835, Italia"
80432,"Monte San Pietrangeli, Fermo, Marche, 63815, Italia"
80437,"Montecosaro, Macerata, Marche, Italia"
80439,"Montegiorgio, Fermo, Marche, 63833, Italia"
80441,"Cimitero di Montegrimano, Monte Grimano Terme, Pesaro e Urbino, Marche, Italia"
80443,"Montemarciano, Ancona, Marche, 60018, Italia"
80448,"Muccia, Macerata, Marche, 62034, Italia"
80455,"Osimo Stazione, Osimo, Ancona, Marche, 60021, Italia"
80458,"Passo di Treia, Treia, Macerata, Marche, Italia"
80460,"Penna San Giovanni, Macerata, Marche, Italia"
80463,"Perticara, Novafeltria, Unione di comuni Valmarecchia, Rimini, Emilia-Romagna, 47863, Italia"
80494,"Petriolo, Macerata, Marche, Italia"
80496,"Pietracuta, San Leo, Unione di comuni Valmarecchia, Rimini, Emilia-Romagna, 47865, Italia"
80498,"Pievebovigliana, Valfornace, Macerata, Marche, Italia"
80499,"Piobbico, Pesaro e Urbino, Marche, 61046, Italia"
80500,"Pioraco, Macerata, Marche, Italia"
80501,"Poggio San Marcello, Ancona, Marche, Italia"
80505,
80545,
80548,"San Ginesio, Arcevia, Ancona, Marche, 60011, Italia"
80549,"San Giorgio di Pesaro, Terre Roveresche, Pesaro e Urbino, Marche, Italia"
80552,"San Michele al Fiume, Mondavio, Pesaro e Urbino, Marche, Italia"
80556,"Sant'Angelo in Pontano, Macerata, Marche, Italia"
